Repository Name,File Name,Line Number,Task Name,Smell Name,Smell Description
/home/ghazal/Ansible-Reproducibility/src/extraction/test/testScripts/deploy,git.yml,2,ANSISTRANO | GIT | Ensure GIT deployment key is up to date (local key file),Idempotency,Task changes the state of the file without checking.








































































































































































"
/home/ghazal/Ansible-Reproducibility/src/extraction/test/testScripts/deploy,git.yml,32,ANSISTRANO | GIT | Update remote repository using SSH key,Assumption about Environment,"Task assumes that the package repository is available at a specific URL structure. 






"
/home/ghazal/Ansible-Reproducibility/src/extraction/test/testScripts/deploy,git.yml,32,ANSISTRANO | GIT | Update remote repository using SSH key,Broken Dependency Chain,"Task uses a fixed ID which can become outdated or incorrect across platforms.
None"
Repository Name,File Name,Line Number,Task Name,Smell Name,Smell Description
/home/ghazal/Ansible-Reproducibility/src/extraction/test/testScripts/deploy,git.yml,48,ANSISTRANO | GIT | Register ansistrano_git_result variable,Idempotency,None
/home/ghazal/Ansible-Reproducibility/src/extraction/test/testScripts/deploy,git.yml,48,ANSISTRANO | GIT | Register ansistrano_git_result variable,Version Specific Installation,None
/home/ghazal/Ansible-Reproducibility/src/extraction/test/testScripts/deploy,git.yml,48,ANSISTRANO | GIT | Register ansistrano_git_result variable,Outdated Dependencies,None
/home/ghazal/Ansible-Reproducibility/src/extraction/test/testScripts/deploy,git.yml,48,ANSISTRANO | GIT | Register ansistrano_git_result variable,Missing Dependencies,None
/home/ghazal/Ansible-Reproducibility/src/extraction/test/testScripts/deploy,git.yml,48,ANSISTRANO | GIT | Register ansistrano_git_result variable,Hardware Specific Commands,"










































































































"
/home/ghazal/Ansible-Reproducibility/src/extraction/test/testScripts/deploy,git.yml,48,ANSISTRANO | GIT | Register ansistrano_git_result variable,Assumption about Environment,"None 


"
/home/ghazal/Ansible-Reproducibility/src/extraction/test/testScripts/deploy,git.yml,48,ANSISTRANO | GIT | Register ansistrano_git_result variable,Broken Dependency Chain,None
Repository Name,File Name,Line Number,Task Name,Smell Name,Smell Description
/home/ghazal/Ansible-Reproducibility/src/extraction/test/testScripts/deploy,git.yml,51,ANSISTRANO | GIT | Shred GIT deployment key,Idempotency,Task violates idempotency because it executes a command.
/home/ghazal/Ansible-Reproducibility/src/extraction/test/testScripts/deploy,git.yml,51,ANSISTRANO | GIT | Shred GIT deployment key,Version Specific Installation,None
/home/ghazal/Ansible-Reproducibility/src/extraction/test/testScripts/deploy,git.yml,51,ANSISTRANO | GIT | Shred GIT deployment key,Outdated Dependencies,None
/home/ghazal/Ansible-Reproducibility/src/extraction/test/testScripts/deploy,git.yml,51,ANSISTRANO | GIT | Shred GIT deployment key,Missing Dependencies,None
/home/ghazal/Ansible-Reproducibility/src/extraction/test/testScripts/deploy,git.yml,51,ANSISTRANO | GIT | Shred GIT deployment key,Hardware Specific Commands,"
































































































































































"
/home/ghazal/Ansible-Reproducibility/src/extraction/test/testScripts/deploy,git.yml,51,ANSISTRANO | GIT | Shred GIT deployment key,Assumption about Environment,"None 


"
/home/ghazal/Ansible-Reproducibility/src/extraction/test/testScripts/deploy,git.yml,51,ANSISTRANO | GIT | Shred GIT deployment key,Broken Dependency Chain,"Task uses a fixed ID which can become outdated or incorrect across platforms.
Task uses a fixed ID which can become outdated or incorrect across platforms.
None"
Repository Name,File Name,Line Number,Task Name,Smell Name,Smell Description
/home/ghazal/Ansible-Reproducibility/src/extraction/test/testScripts/deploy,git.yml,55,ANSISTRANO | GIT | Set git_real_repo_tree,Idempotency,None
/home/ghazal/Ansible-Reproducibility/src/extraction/test/testScripts/deploy,git.yml,55,ANSISTRANO | GIT | Set git_real_repo_tree,Version Specific Installation,None
/home/ghazal/Ansible-Reproducibility/src/extraction/test/testScripts/deploy,git.yml,55,ANSISTRANO | GIT | Set git_real_repo_tree,Outdated Dependencies,None
/home/ghazal/Ansible-Reproducibility/src/extraction/test/testScripts/deploy,git.yml,55,ANSISTRANO | GIT | Set git_real_repo_tree,Missing Dependencies,None
/home/ghazal/Ansible-Reproducibility/src/extraction/test/testScripts/deploy,git.yml,55,ANSISTRANO | GIT | Set git_real_repo_tree,Hardware Specific Commands,"










































































































"
/home/ghazal/Ansible-Reproducibility/src/extraction/test/testScripts/deploy,git.yml,55,ANSISTRANO | GIT | Set git_real_repo_tree,Assumption about Environment,"None 


"
/home/ghazal/Ansible-Reproducibility/src/extraction/test/testScripts/deploy,git.yml,55,ANSISTRANO | GIT | Set git_real_repo_tree,Broken Dependency Chain,None
Repository Name,File Name,Line Number,Task Name,Smell Name,Smell Description
/home/ghazal/Ansible-Reproducibility/src/extraction/test/testScripts/deploy,git.yml,59,ANSISTRANO | GIT | Create release folder,Idempotency,None
/home/ghazal/Ansible-Reproducibility/src/extraction/test/testScripts/deploy,git.yml,59,ANSISTRANO | GIT | Create release folder,Version Specific Installation,None
/home/ghazal/Ansible-Reproducibility/src/extraction/test/testScripts/deploy,git.yml,59,ANSISTRANO | GIT | Create release folder,Outdated Dependencies,None
/home/ghazal/Ansible-Reproducibility/src/extraction/test/testScripts/deploy,git.yml,59,ANSISTRANO | GIT | Create release folder,Missing Dependencies,"
Task is using relative path for source path"
/home/ghazal/Ansible-Reproducibility/src/extraction/test/testScripts/deploy,git.yml,59,ANSISTRANO | GIT | Create release folder,Hardware Specific Commands,"










































































































"
/home/ghazal/Ansible-Reproducibility/src/extraction/test/testScripts/deploy,git.yml,59,ANSISTRANO | GIT | Create release folder,Assumption about Environment,"None 


"
/home/ghazal/Ansible-Reproducibility/src/extraction/test/testScripts/deploy,git.yml,59,ANSISTRANO | GIT | Create release folder,Broken Dependency Chain,Task did not check the correctness of execution.
Repository Name,File Name,Line Number,Task Name,Smell Name,Smell Description
/home/ghazal/Ansible-Reproducibility/src/extraction/test/testScripts/deploy,git.yml,64,"ANSISTRANO | GIT | Sync repo subtree[""{{ ansistrano_git_real_repo_tree }}""] to release path",Idempotency,Task violates idempotency because it executes a command.
/home/ghazal/Ansible-Reproducibility/src/extraction/test/testScripts/deploy,git.yml,64,"ANSISTRANO | GIT | Sync repo subtree[""{{ ansistrano_git_real_repo_tree }}""] to release path",Version Specific Installation,None
/home/ghazal/Ansible-Reproducibility/src/extraction/test/testScripts/deploy,git.yml,64,"ANSISTRANO | GIT | Sync repo subtree[""{{ ansistrano_git_real_repo_tree }}""] to release path",Outdated Dependencies,None
/home/ghazal/Ansible-Reproducibility/src/extraction/test/testScripts/deploy,git.yml,64,"ANSISTRANO | GIT | Sync repo subtree[""{{ ansistrano_git_real_repo_tree }}""] to release path",Missing Dependencies,None
/home/ghazal/Ansible-Reproducibility/src/extraction/test/testScripts/deploy,git.yml,64,"ANSISTRANO | GIT | Sync repo subtree[""{{ ansistrano_git_real_repo_tree }}""] to release path",Hardware Specific Commands,"






















































































































































































































"
/home/ghazal/Ansible-Reproducibility/src/extraction/test/testScripts/deploy,git.yml,64,"ANSISTRANO | GIT | Sync repo subtree[""{{ ansistrano_git_real_repo_tree }}""] to release path",Assumption about Environment,"None 




"
/home/ghazal/Ansible-Reproducibility/src/extraction/test/testScripts/deploy,git.yml,64,"ANSISTRANO | GIT | Sync repo subtree[""{{ ansistrano_git_real_repo_tree }}""] to release path",Broken Dependency Chain,Task did not check the correctness of execution.
