Repository Name,File Name,Line Number,Task Name,Smell Name,Smell Description
/home/ghazal/Ansible-Reproducibility/src/extraction/test/testScripts/deploy,unarchive.yml,2,ANSISTRANO | Unarchive | Unarchive source,Idempotency,None
"
/home/ghazal/Ansible-Reproducibility/src/extraction/test/testScripts/deploy,unarchive.yml,11,ANSISTRANO | Unarchive | Unarchive source,Broken Dependency Chain,None
Repository Name,File Name,Line Number,Task Name,Smell Name,Smell Description
/home/ghazal/Ansible-Reproducibility/src/extraction/test/testScripts/deploy,unarchive.yml,18,ANSISTRANO | Unarchive | Unarchive source with owner and group,Idempotency,None
/home/ghazal/Ansible-Reproducibility/src/extraction/test/testScripts/deploy,unarchive.yml,18,ANSISTRANO | Unarchive | Unarchive source with owner and group,Version Specific Installation,None
/home/ghazal/Ansible-Reproducibility/src/extraction/test/testScripts/deploy,unarchive.yml,18,ANSISTRANO | Unarchive | Unarchive source with owner and group,Outdated Dependencies,None
/home/ghazal/Ansible-Reproducibility/src/extraction/test/testScripts/deploy,unarchive.yml,18,ANSISTRANO | Unarchive | Unarchive source with owner and group,Missing Dependencies,None
/home/ghazal/Ansible-Reproducibility/src/extraction/test/testScripts/deploy,unarchive.yml,18,ANSISTRANO | Unarchive | Unarchive source with owner and group,Hardware Specific Commands,"
































































































































































"
/home/ghazal/Ansible-Reproducibility/src/extraction/test/testScripts/deploy,unarchive.yml,18,ANSISTRANO | Unarchive | Unarchive source with owner and group,Assumption about Environment,"None 




"
/home/ghazal/Ansible-Reproducibility/src/extraction/test/testScripts/deploy,unarchive.yml,18,ANSISTRANO | Unarchive | Unarchive source with owner and group,Broken Dependency Chain,None
Repository Name,File Name,Line Number,Task Name,Smell Name,Smell Description
/home/ghazal/Ansible-Reproducibility/src/extraction/test/testScripts/deploy,unarchive.yml,31,ANSISTRANO | Unarchive | Delete archived file,Idempotency,None
/home/ghazal/Ansible-Reproducibility/src/extraction/test/testScripts/deploy,unarchive.yml,31,ANSISTRANO | Unarchive | Delete archived file,Version Specific Installation,None
/home/ghazal/Ansible-Reproducibility/src/extraction/test/testScripts/deploy,unarchive.yml,31,ANSISTRANO | Unarchive | Delete archived file,Outdated Dependencies,None
/home/ghazal/Ansible-Reproducibility/src/extraction/test/testScripts/deploy,unarchive.yml,31,ANSISTRANO | Unarchive | Delete archived file,Missing Dependencies,"
Task is using relative path for source path"
/home/ghazal/Ansible-Reproducibility/src/extraction/test/testScripts/deploy,unarchive.yml,31,ANSISTRANO | Unarchive | Delete archived file,Hardware Specific Commands,"










































































































"
/home/ghazal/Ansible-Reproducibility/src/extraction/test/testScripts/deploy,unarchive.yml,31,ANSISTRANO | Unarchive | Delete archived file,Assumption about Environment,"None 


"
/home/ghazal/Ansible-Reproducibility/src/extraction/test/testScripts/deploy,unarchive.yml,31,ANSISTRANO | Unarchive | Delete archived file,Broken Dependency Chain,Task did not check the correctness of execution.
