Repository Name,File Name,Line Number,Task Name,Smell Name,Smell Description
/home/ghazal/Ansible-Reproducibility/src/extraction/test/testScripts/ansible-cartridge,set_alive_not_expelled_instance.yml,3,Select one not expelled instance,Idempotency,Error
/home/ghazal/Ansible-Reproducibility/src/extraction/test/testScripts/ansible-cartridge,set_alive_not_expelled_instance.yml,3,Select one not expelled instance,Version Specific Installation,None
/home/ghazal/Ansible-Reproducibility/src/extraction/test/testScripts/ansible-cartridge,set_alive_not_expelled_instance.yml,3,Select one not expelled instance,Outdated Dependencies,None
/home/ghazal/Ansible-Reproducibility/src/extraction/test/testScripts/ansible-cartridge,set_alive_not_expelled_instance.yml,3,Select one not expelled instance,Missing Dependencies,None
/home/ghazal/Ansible-Reproducibility/src/extraction/test/testScripts/ansible-cartridge,set_alive_not_expelled_instance.yml,3,Select one not expelled instance,Hardware Specific Commands,"






















































































































































































































"
/home/ghazal/Ansible-Reproducibility/src/extraction/test/testScripts/ansible-cartridge,set_alive_not_expelled_instance.yml,3,Select one not expelled instance,Assumption about Environment,"None 






"
/home/ghazal/Ansible-Reproducibility/src/extraction/test/testScripts/ansible-cartridge,set_alive_not_expelled_instance.yml,3,Select one not expelled instance,Broken Dependency Chain,Task did not check the correctness of execution.
Repository Name,File Name,Line Number,Task Name,Smell Name,Smell Description
/home/ghazal/Ansible-Reproducibility/src/extraction/test/testScripts/ansible-cartridge,set_alive_not_expelled_instance.yml,12,"Set ""alive_not_expelled_instance"" fact",Idempotency,Error
/home/ghazal/Ansible-Reproducibility/src/extraction/test/testScripts/ansible-cartridge,set_alive_not_expelled_instance.yml,12,"Set ""alive_not_expelled_instance"" fact",Version Specific Installation,None
/home/ghazal/Ansible-Reproducibility/src/extraction/test/testScripts/ansible-cartridge,set_alive_not_expelled_instance.yml,12,"Set ""alive_not_expelled_instance"" fact",Outdated Dependencies,None
/home/ghazal/Ansible-Reproducibility/src/extraction/test/testScripts/ansible-cartridge,set_alive_not_expelled_instance.yml,12,"Set ""alive_not_expelled_instance"" fact",Missing Dependencies,None
/home/ghazal/Ansible-Reproducibility/src/extraction/test/testScripts/ansible-cartridge,set_alive_not_expelled_instance.yml,12,"Set ""alive_not_expelled_instance"" fact",Hardware Specific Commands,"
































































































































































"
/home/ghazal/Ansible-Reproducibility/src/extraction/test/testScripts/ansible-cartridge,set_alive_not_expelled_instance.yml,12,"Set ""alive_not_expelled_instance"" fact",Assumption about Environment,"None 




"
/home/ghazal/Ansible-Reproducibility/src/extraction/test/testScripts/ansible-cartridge,set_alive_not_expelled_instance.yml,12,"Set ""alive_not_expelled_instance"" fact",Broken Dependency Chain,None
